"","status","copyright","base_uri","cycle","results.id","results.name","results.party","results.district","results.fec_uri","results.committee","results.state","results.mailing_address","results.mailing_city","results.mailing_state","results.mailing_zip","results.status","results.total_receipts","results.total_from_individuals","results.total_from_pacs","results.total_contributions","results.candidate_loans","results.total_disbursements","results.begin_cash","results.end_cash","results.total_refunds","results.debts_owed","results.date_coverage_from","results.date_coverage_to","results.independent_expenditures","results.coordinated_expenditures","results.other_cycles"
"1","OK","Copyright (c) 2016 ProPublica Inc. All Rights Reserved.","https://api.propublica.org/campaign-finance/v1/2016/","2016","P00003392","CLINTON, HILLARY RODHAM","DEM",NA,"http://docquery.fec.gov/cgi-bin/fecimg/?P00003392","/committees/C00575795.json",NA,"P.O. BOX 5256","NEW YORK","NY","10185","O","130443636.88","122095628.29","943409.2","123508074.19","0","97505073.13","0","32938563.75","1602663.98","1056361.42","2015-04-01","2016-01-31","12454902.97","0","c(2008, 2004, 2000)"
