"","status","copyright","base_uri","cycle","results.id","results.name","results.party","results.district","results.fec_uri","results.committee","results.state","results.mailing_address","results.mailing_city","results.mailing_state","results.mailing_zip","results.status","results.total_receipts","results.total_from_individuals","results.total_from_pacs","results.total_contributions","results.candidate_loans","results.total_disbursements","results.begin_cash","results.end_cash","results.total_refunds","results.debts_owed","results.date_coverage_from","results.date_coverage_to","results.independent_expenditures","results.coordinated_expenditures","results.other_cycles"
"1","OK","Copyright (c) 2016 ProPublica Inc. All Rights Reserved.","https://api.propublica.org/campaign-finance/v1/2004/","2004","P80000235","KERRY, JOHN F","DEM",NA,"http://docquery.fec.gov/cgi-bin/fecimg/?P80000235","/committees/C00404160.json",NA,"19 LOUISBURG SQUARE","BOSTON","MA","02108",NA,"348446016","226500000","322704","226886000","6387960","332736000","3083880","18794200","1919730","4718180",NA,"2004-12-31","120543.4","0","1988"
