"","status","copyright","base_uri","cycle","results.id","results.name","results.party","results.district","results.fec_uri","results.committee","results.state","results.mailing_address","results.mailing_city","results.mailing_state","results.mailing_zip","results.status","results.total_receipts","results.total_from_individuals","results.total_from_pacs","results.total_contributions","results.candidate_loans","results.total_disbursements","results.begin_cash","results.end_cash","results.total_refunds","results.debts_owed","results.date_coverage_from","results.date_coverage_to","results.independent_expenditures","results.coordinated_expenditures","results.other_cycles"
"1","OK","Copyright (c) 2016 ProPublica Inc. All Rights Reserved.","https://api.propublica.org/campaign-finance/v1/2016/","2016","P60006111","CRUZ, RAFAEL EDWARD ""TED""","REP",NA,"http://docquery.fec.gov/cgi-bin/fecimg/?P60006111","/committees/C00574624.json",NA,"PO BOX 25376","HOUSTON","TX","77265","O","54661505.54","54339135.45","58852.25","54397987.7","0","41016086.21","0","13645419.33","268890.9","0","2015-01-01","2016-01-31","19453780.42","0","list()"
