"","status","copyright","base_uri","cycle","results.id","results.name","results.party","results.district","results.fec_uri","results.committee","results.state","results.mailing_address","results.mailing_city","results.mailing_state","results.mailing_zip","results.status","results.total_receipts","results.total_from_individuals","results.total_from_pacs","results.total_contributions","results.candidate_loans","results.total_disbursements","results.begin_cash","results.end_cash","results.total_refunds","results.debts_owed","results.date_coverage_from","results.date_coverage_to","results.independent_expenditures","results.coordinated_expenditures","results.other_cycles"
"1","OK","Copyright (c) 2016 ProPublica Inc. All Rights Reserved.","https://api.propublica.org/campaign-finance/v1/2016/","2016","P60007168","SANDERS, BERNARD","DEM",NA,"http://docquery.fec.gov/cgi-bin/fecimg/?P60007168","/committees/C00577130.json",NA,"221 VAN PATTEN PKWY","BURLINGTON","VT","05408","O","96311423.16","94763671.72","3636.59","94767308.31","0","81649471.83","0","14661951.33","880331.05","0","2015-04-01","2016-01-31","2910657.36","0","list()"
