"","status","copyright","base_uri","cycle","results.id","results.name","results.party","results.district","results.fec_uri","results.committee","results.state","results.mailing_address","results.mailing_city","results.mailing_state","results.mailing_zip","results.status","results.total_receipts","results.total_from_individuals","results.total_from_pacs","results.total_contributions","results.candidate_loans","results.total_disbursements","results.begin_cash","results.end_cash","results.total_refunds","results.debts_owed","results.date_coverage_from","results.date_coverage_to","results.independent_expenditures","results.coordinated_expenditures","results.other_cycles"
"1","OK","Copyright (c) 2016 ProPublica Inc. All Rights Reserved.","https://api.propublica.org/campaign-finance/v1/2008/","2008","P80003338","OBAMA, BARACK","DEM",NA,"http://docquery.fec.gov/cgi-bin/fecimg/?P80003338","/committees/C00431445.json",NA,"5450 SOUTH EAST VIEW PARK","CHICAGO","IL","60615","O","778642962.3","664872382.3","12925","664886457.3","0","760370195.4","0","18272367.39","5755955.2","434954.4","2007-01-01","2008-12-31","53565039.0500001","0","c(2012, 2016)"
